vessel_name,imo_number,trajectory_sequence_json,current_port,current_status
Glorycrown,IMO9408190,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-02-12"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-03-01"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-03-18"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-04-04"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2018-04-21"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-05-08"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2021-11-15"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-12-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-01-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-02-03"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-13"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
Godavari Spirit,IMO9286229,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-08-14"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-08-28"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
Golar Arctic,IMO9253105,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2012-03-26"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2012-04-12"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2012-11-16"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2012-12-03"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2016-05-31"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2016-06-17"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2021-09-12"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2021-09-29"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""AUGLT"", ""name"": ""Gladstone"", ""date"": ""2022-09-12"", ""lat"": -23.84, ""lon"": 151.26}, {""port"": ""AUGLT"", ""name"": ""Gladstone"", ""date"": ""2022-09-29"", ""lat"": -23.84, ""lon"": 151.26}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2024-01-05"", ""lat"": 25.92, ""lon"": 51.53}]",Ras Laffan,Waiting at anchor
Golar Kelvin,IMO9654701,"[{""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2015-03-24"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2015-04-10"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2015-08-26"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2015-09-12"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2015-09-18"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2015-10-05"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2016-11-01"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2016-11-18"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2019-05-21"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2019-06-07"", ""lat"": 3.2, ""lon"": 113.04}]",Bintulu,Underway
Golar Tundra,IMO9655808,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-11-30"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-12-17"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2018-02-27"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2018-03-09"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2018-03-16"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2018-03-26"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2019-04-12"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2019-04-29"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2019-07-18"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2019-08-04"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2019-11-19"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2019-12-06"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2020-02-12"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2020-02-29"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2020-10-08"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2020-10-25"", ""lat"": 3.2, ""lon"": 113.04}]",Bintulu,Underway
Golden Brilliant,IMO9539016,"[{""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2019-07-25"", ""lat"": 3.2, ""lon"": 113.04}]",Bintulu,Underway
Goldway,IMO9742900,"[{""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2018-04-27"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-05-14"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2018-05-31"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2018-07-04"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-03-22"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-06-19"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2019-07-06"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-07-23"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-01-16"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-02-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2020-02-19"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-01"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-18"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-12-22"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-01-09"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-01-26"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USCRP"", ""name"": ""Corpus Christi"", ""date"": ""2023-02-06"", ""lat"": 27.81, ""lon"": -97.39}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-05-03"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-05-17"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-08-04"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-10-26"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2024-03-22"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2024-04-08"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2024-08-14"", ""lat"": 35.85, ""lon"": -0.31}]",Arzew,Operating at berth
Good News,IMO9230907,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-09-30"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-11-15"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-12-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2019-12-29"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-11-22"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-06-15"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-06-23"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
Good News O/O,IMO9854551,"[{""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-09-06"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2019-09-23"", ""lat"": 22.43, ""lon"": 69.84}]",Sikka / Jamnagar,Underway
Gordon Waters Knutsen,IMO9946374,"[{""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2023-01-16"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2023-02-02"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2023-06-25"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2023-07-12"", ""lat"": 35.5, ""lon"": 129.38}]",Ulsan,Operating at berth
Grace Acacia,IMO9315707,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2006-11-15"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2006-12-02"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-07-15"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-08-01"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""AUGLT"", ""name"": ""Gladstone"", ""date"": ""2018-11-12"", ""lat"": -23.84, ""lon"": 151.26}, {""port"": ""AUGLT"", ""name"": ""Gladstone"", ""date"": ""2018-11-29"", ""lat"": -23.84, ""lon"": 151.26}]",Gladstone,Underway
Grace Barleria,IMO9315719,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-08-03"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-08-20"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-12-06"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2017-12-23"", ""lat"": 1.28, ""lon"": 103.85}]",Singapore,Underway
Grace Cosmos,IMO9323675,"[{""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2017-09-11"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2017-09-28"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2018-08-16"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2018-09-02"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2018-09-12"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2018-09-29"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2020-02-27"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2020-03-15"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2021-03-31"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2021-04-17"", ""lat"": 3.2, ""lon"": 113.04}]",Bintulu,Underway
Grace Dahlia,IMO9540716,"[{""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2014-06-13"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2014-06-30"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2014-08-18"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2014-09-04"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2016-03-02"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2016-03-19"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""AUGLT"", ""name"": ""Gladstone"", ""date"": ""2016-09-30"", ""lat"": -23.84, ""lon"": 151.26}, {""port"": ""AUGLT"", ""name"": ""Gladstone"", ""date"": ""2016-10-17"", ""lat"": -23.84, ""lon"": 151.26}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2017-11-17"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2017-12-04"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-04-19"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-05-06"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USSPG"", ""name"": ""Sabine Pass"", ""date"": ""2018-06-19"", ""lat"": 29.73, ""lon"": -93.87}, {""port"": ""USSPG"", ""name"": ""Sabine Pass"", ""date"": ""2018-07-06"", ""lat"": 29.73, ""lon"": -93.87}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2020-04-13"", ""lat"": -20.65, ""lon"": 116.71}, {""port"": ""AUDAM"", ""name"": ""Dampier"", ""date"": ""2020-04-30"", ""lat"": -20.65, ""lon"": 116.71}]",Dampier,Underway
Grace Emilia,IMO9884174,"[{""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2021-11-23"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2021-12-10"", ""lat"": 35.5, ""lon"": 129.38}]",Ulsan,Underway
Grace Energy,IMO8702941,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2012-01-03"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2012-01-20"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2012-07-02"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2012-07-19"", ""lat"": 4.45, ""lon"": 7.16}]",Bonny,Underway
Grace River,IMO9431729,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-05-14"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-06-25"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-08-27"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Underway
Grace River (Gyxis relet),IMO9924076,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-06-13"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Underway
Grand Ambition,IMO9909807,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-02-15"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-05-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-05-15"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-11-15"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-10-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-10-29"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2026-07-07"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2026-08-17"", ""lat"": 25.13, ""lon"": 56.34}]",Fujairah,Operating at berth
Grand Aniva,IMO9338955,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2012-06-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2012-06-18"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Underway
Grand Bonanza,IMO9915569,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-12-07"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-31"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-04-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-04-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2022-04-17"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2022-04-28"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-07-14"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-11-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-11-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-12-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-12-21"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-02-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-05-23"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-09-17"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2024-10-04"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2025-02-18"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-06-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2025-11-04"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2025-12-30"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Operating at berth
Grand Elena,IMO9332054,"[{""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2012-07-15"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2012-08-01"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2013-01-15"", ""lat"": 3.2, ""lon"": 113.04}, {""port"": ""MYBTU"", ""name"": ""Bintulu"", ""date"": ""2013-02-01"", ""lat"": 3.2, ""lon"": 113.04}]",Bintulu,Underway
Grand Lady,IMO8903258,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-10-07"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Underway
